id,transaction,android_id,slip_number,order_type,payment_method,items_json,total,status,source,table_number,customer_name,is_unpaid,order_mode,created_at,updated_at
777,"{""id"": 728, ""order_detail"": {""id"": 777, ""slip_number"": ""9740923"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""422.00"", ""completed_at"": ""2026-05-26T19:11:55.696985+08:00"", ""order"": 777}",,9740923,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1}]",422.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.666541+08:00,2026-06-04T03:46:24.666541+08:00
778,"{""id"": 729, ""order_detail"": {""id"": 778, ""slip_number"": ""9740924"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""20.00"", ""completed_at"": ""2026-05-26T19:11:58.848730+08:00"", ""order"": 778}",,9740924,DINE_IN,CASH,"[{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 1, ""discount"": 0}]",20.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.654827+08:00,2026-06-04T03:46:24.654827+08:00
779,"{""id"": 730, ""order_detail"": {""id"": 779, ""slip_number"": ""9740925"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""527.00"", ""completed_at"": ""2026-05-26T19:34:55.279820+08:00"", ""order"": 779}",,9740925,TAKE_OUT,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}]",527.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.646309+08:00,2026-06-04T03:46:24.646309+08:00
780,"{""id"": 731, ""order_detail"": {""id"": 780, ""slip_number"": ""9740926"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""348.00"", ""completed_at"": ""2026-05-26T19:41:12.730851+08:00"", ""order"": 780}",,9740926,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1}]",348.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.643705+08:00,2026-06-04T03:46:24.643705+08:00
781,"{""id"": 732, ""order_detail"": {""id"": 781, ""slip_number"": ""9740927"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""308.00"", ""completed_at"": ""2026-05-26T19:43:40.310702+08:00"", ""order"": 781}",,9740927,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}]",308.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.634591+08:00,2026-06-04T03:46:24.634591+08:00
782,"{""id"": 734, ""order_detail"": {""id"": 782, ""slip_number"": ""9740928"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""348.00"", ""completed_at"": ""2026-05-26T20:05:33.141117+08:00"", ""order"": 782}",,9740928,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}]",348.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.626565+08:00,2026-06-04T03:46:24.626565+08:00
784,"{""id"": 735, ""order_detail"": {""id"": 784, ""slip_number"": ""9740930"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""468.00"", ""completed_at"": ""2026-05-26T20:23:15.261806+08:00"", ""order"": 784}",,9740930,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}]",468.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.613700+08:00,2026-06-04T03:46:24.613700+08:00
785,"{""id"": 736, ""order_detail"": {""id"": 785, ""slip_number"": ""9740931"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 4, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""636.00"", ""completed_at"": ""2026-05-26T20:41:29.109291+08:00"", ""order"": 785}",,9740931,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 4, ""discount"": 0}]",636.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.607505+08:00,2026-06-04T03:46:24.607505+08:00
786,"{""id"": 738, ""order_detail"": {""id"": 786, ""slip_number"": ""9740932"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""178.00"", ""completed_at"": ""2026-05-26T21:06:43.156172+08:00"", ""order"": 786}",,9740932,DINE_IN,CASH,"[{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1}]",178.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.604504+08:00,2026-06-04T03:46:24.604504+08:00
787,,,9740933,TAKE_OUT,CASH,"[{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 2, ""discount"": 0}]",358.00,VOIDED,walk-in,,,True,REGULAR,2026-06-04T03:46:24.596654+08:00,2026-06-04T03:46:24.596654+08:00
788,"{""id"": 737, ""order_detail"": {""id"": 788, ""slip_number"": ""9740929"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""358.00"", ""completed_at"": ""2026-05-26T21:06:41.603462+08:00"", ""order"": 788}",,9740929,DINE_IN,CASH,"[{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 2, ""discount"": 0}]",358.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.586619+08:00,2026-06-04T03:46:24.586619+08:00
789,"{""id"": 739, ""order_detail"": {""id"": 789, ""slip_number"": ""9740930"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 2, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""864.00"", ""completed_at"": ""2026-05-26T23:23:48.257261+08:00"", ""order"": 789}",,9740930,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 2, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",864.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.583620+08:00,2026-06-04T03:46:24.583620+08:00
790,,,9740931,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}]",159.00,VOIDED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.574610+08:00,2026-06-04T03:46:24.574610+08:00
791,"{""id"": 740, ""order_detail"": {""id"": 791, ""slip_number"": ""20"", ""order_type"": ""DINE_IN"", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 5, ""name"": ""Sprite - 1.5"", ""price"": 120, ""quantity"": 6, ""discount"": 0}], ""order_mode"": ""EMPLOYEE""}, ""android_id"": null, ""total"": ""720.00"", ""completed_at"": ""2026-05-27T02:43:14.851692+08:00"", ""order"": 791}",,20,DINE_IN,,"[{""productId"": 5, ""name"": ""Sprite - 1.5"", ""price"": 120, ""quantity"": 6, ""discount"": 0}]",720.00,COMPLETED,walk-in,,ruth recipe,False,EMPLOYEE,2026-06-04T03:46:24.567095+08:00,2026-06-04T03:46:24.567095+08:00
792,"{""id"": 741, ""order_detail"": {""id"": 792, ""slip_number"": ""9740932"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 20}, {""productId"": 9, ""name"": ""BBQ - One Piece Only"", ""price"": 69, ""quantity"": 1, ""discount"": 20}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 20}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""194.40"", ""completed_at"": ""2026-05-27T12:13:33.247407+08:00"", ""order"": 792}",,9740932,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 20}, {""productId"": 9, ""name"": ""BBQ - One Piece Only"", ""price"": 69, ""quantity"": 1, ""discount"": 20}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 20}]",194.40,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.563147+08:00,2026-06-04T03:46:24.563147+08:00
793,"{""id"": 742, ""order_detail"": {""id"": 793, ""slip_number"": ""9740933"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""447.00"", ""completed_at"": ""2026-05-27T12:28:32.879993+08:00"", ""order"": 793}",,9740933,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 3, ""discount"": 0}]",447.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.553814+08:00,2026-06-04T03:46:24.553814+08:00
794,"{""id"": 743, ""order_detail"": {""id"": 794, ""slip_number"": ""9740934"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Only"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""268.00"", ""completed_at"": ""2026-05-27T12:34:16.087739+08:00"", ""order"": 794}",,9740934,TAKE_OUT,CASH,"[{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Only"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",268.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.546272+08:00,2026-06-04T03:46:24.546272+08:00
795,"{""id"": 744, ""order_detail"": {""id"": 795, ""slip_number"": ""9740935"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""498.00"", ""completed_at"": ""2026-05-27T14:36:32.344099+08:00"", ""order"": 795}",,9740935,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}]",498.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.544272+08:00,2026-06-04T03:46:24.544272+08:00
796,"{""id"": 746, ""order_detail"": {""id"": 796, ""slip_number"": ""9740936"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""318.00"", ""completed_at"": ""2026-05-27T16:13:31.097923+08:00"", ""order"": 796}",,9740936,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}]",318.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.535756+08:00,2026-06-04T03:46:24.535756+08:00
797,"{""id"": 745, ""order_detail"": {""id"": 797, ""slip_number"": ""9740937"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-27T15:12:20.797076+08:00"", ""order"": 797}",,9740937,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.526211+08:00,2026-06-04T03:46:24.526211+08:00
798,"{""id"": 747, ""order_detail"": {""id"": 798, ""slip_number"": ""9740938"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-27T17:39:32.340406+08:00"", ""order"": 798}",,9740938,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.514686+08:00,2026-06-04T03:46:24.514686+08:00
799,"{""id"": 748, ""order_detail"": {""id"": 799, ""slip_number"": ""9740939"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""447.00"", ""completed_at"": ""2026-05-27T18:15:34.380372+08:00"", ""order"": 799}",,9740939,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 3, ""discount"": 0}]",447.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.508752+08:00,2026-06-04T03:46:24.508752+08:00
800,"{""id"": 749, ""order_detail"": {""id"": 800, ""slip_number"": ""9740940"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 11, ""name"": ""Wings - One Piece Meal"", ""price"": 79, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""79.00"", ""completed_at"": ""2026-05-27T19:43:44.321662+08:00"", ""order"": 800}",,9740940,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - One Piece Meal"", ""price"": 79, ""quantity"": 1, ""discount"": 0}]",79.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.503237+08:00,2026-06-04T03:46:24.503237+08:00
801,"{""id"": 750, ""order_detail"": {""id"": 801, ""slip_number"": ""9740941"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""478.00"", ""completed_at"": ""2026-05-27T20:38:37.016697+08:00"", ""order"": 801}",,9740941,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}]",478.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.494730+08:00,2026-06-04T03:46:24.494730+08:00
802,"{""id"": 751, ""order_detail"": {""id"": 802, ""slip_number"": ""9740942"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 9, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - 1.5"", ""price"": 120, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""1671.00"", ""completed_at"": ""2026-05-27T20:38:39.453401+08:00"", ""order"": 802}",,9740942,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 9, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - 1.5"", ""price"": 120, ""quantity"": 2, ""discount"": 0}]",1671.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.485525+08:00,2026-06-04T03:46:24.485525+08:00
803,"{""id"": 752, ""order_detail"": {""id"": 803, ""slip_number"": ""9740943"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""517.00"", ""completed_at"": ""2026-05-27T20:38:43.264796+08:00"", ""order"": 803}",,9740943,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",517.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.483521+08:00,2026-06-04T03:46:24.483521+08:00
804,"{""id"": 753, ""order_detail"": {""id"": 804, ""slip_number"": ""9740944"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""318.00"", ""completed_at"": ""2026-05-27T21:17:33.151995+08:00"", ""order"": 804}",,9740944,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}]",318.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.477523+08:00,2026-06-04T03:46:24.477523+08:00
