id,transaction,android_id,slip_number,order_type,payment_method,items_json,total,status,source,table_number,customer_name,is_unpaid,order_mode,created_at,updated_at
609,"{""id"": 576, ""order_detail"": {""id"": 609, ""slip_number"": ""9740769"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""436.00"", ""completed_at"": ""2026-05-19T18:03:11.790875+08:00"", ""order"": 609}",,9740769,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}]",436.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.995336+08:00,2026-06-04T03:46:25.995336+08:00
610,"{""id"": 571, ""order_detail"": {""id"": 610, ""slip_number"": ""9740770"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 12, ""name"": ""Water - Bottled"", ""price"": 20, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""388.00"", ""completed_at"": ""2026-05-19T17:56:00.084783+08:00"", ""order"": 610}",,9740770,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 12, ""name"": ""Water - Bottled"", ""price"": 20, ""quantity"": 2, ""discount"": 0}]",388.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.986826+08:00,2026-06-04T03:46:25.986826+08:00
611,"{""id"": 570, ""order_detail"": {""id"": 611, ""slip_number"": ""9740771"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""478.00"", ""completed_at"": ""2026-05-19T17:53:30.707795+08:00"", ""order"": 611}",,9740771,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}]",478.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.978014+08:00,2026-06-04T03:46:25.978014+08:00
612,"{""id"": 575, ""order_detail"": {""id"": 612, ""slip_number"": ""9740772"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 20}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""143.20"", ""completed_at"": ""2026-05-19T18:03:04.796143+08:00"", ""order"": 612}",,9740772,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 20}]",143.20,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:25.975743+08:00,2026-06-04T03:46:25.975743+08:00
613,"{""id"": 574, ""order_detail"": {""id"": 613, ""slip_number"": ""9740773"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-19T18:03:01.830604+08:00"", ""order"": 613}",,9740773,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:25.969743+08:00,2026-06-04T03:46:25.969743+08:00
614,"{""id"": 572, ""order_detail"": {""id"": 614, ""slip_number"": ""9740774"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-19T17:56:04.497857+08:00"", ""order"": 614}",,9740774,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.965532+08:00,2026-06-04T03:46:25.965532+08:00
615,"{""id"": 573, ""order_detail"": {""id"": 615, ""slip_number"": ""9740775"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""184.00"", ""completed_at"": ""2026-05-19T18:02:24.751408+08:00"", ""order"": 615}",,9740775,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}]",184.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.959015+08:00,2026-06-04T03:46:25.959015+08:00
616,"{""id"": 577, ""order_detail"": {""id"": 616, ""slip_number"": ""9740776"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""348.00"", ""completed_at"": ""2026-05-19T18:19:08.909437+08:00"", ""order"": 616}",,9740776,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}]",348.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.955499+08:00,2026-06-04T03:46:25.955499+08:00
617,"{""id"": 578, ""order_detail"": {""id"": 617, ""slip_number"": ""9740777"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-19T18:19:12.066891+08:00"", ""order"": 617}",,9740777,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.948499+08:00,2026-06-04T03:46:25.948499+08:00
618,"{""id"": 580, ""order_detail"": {""id"": 618, ""slip_number"": ""9740778"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-19T18:42:51.558776+08:00"", ""order"": 618}",,9740778,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.944980+08:00,2026-06-04T03:46:25.944980+08:00
619,"{""id"": 581, ""order_detail"": {""id"": 619, ""slip_number"": ""9740779"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 20}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 20}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 20}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""324.80"", ""completed_at"": ""2026-05-19T18:49:33.425811+08:00"", ""order"": 619}",,9740779,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 20}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 20}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 20}]",324.80,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.918932+08:00,2026-06-04T03:46:25.918932+08:00
620,"{""id"": 579, ""order_detail"": {""id"": 620, ""slip_number"": ""17"", ""order_type"": ""DINE_IN"", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 18, ""discount"": 0}], ""order_mode"": ""EMPLOYEE""}, ""android_id"": null, ""total"": ""360.00"", ""completed_at"": ""2026-05-19T18:41:05.720369+08:00"", ""order"": 620}",,17,DINE_IN,,"[{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 18, ""discount"": 0}]",360.00,COMPLETED,walk-in,,,False,EMPLOYEE,2026-06-04T03:46:25.915935+08:00,2026-06-04T03:46:25.915935+08:00
621,"{""id"": 582, ""order_detail"": {""id"": 621, ""slip_number"": ""18"", ""order_type"": ""DINE_IN"", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""EMPLOYEE""}, ""android_id"": null, ""total"": ""60.00"", ""completed_at"": ""2026-05-19T19:47:18.490258+08:00"", ""order"": 621}",,18,DINE_IN,,"[{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 3, ""discount"": 0}]",60.00,COMPLETED,walk-in,,,False,EMPLOYEE,2026-06-04T03:46:25.907903+08:00,2026-06-04T03:46:25.907903+08:00
622,"{""id"": 583, ""order_detail"": {""id"": 622, ""slip_number"": ""9740780"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""815.00"", ""completed_at"": ""2026-05-19T20:11:57.997519+08:00"", ""order"": 622}",,9740780,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",815.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.904898+08:00,2026-06-04T03:46:25.904898+08:00
623,"{""id"": 584, ""order_detail"": {""id"": 623, ""slip_number"": ""9740781"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-19T20:41:13.142449+08:00"", ""order"": 623}",,9740781,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.896388+08:00,2026-06-04T03:46:25.896388+08:00
624,"{""id"": 585, ""order_detail"": {""id"": 624, ""slip_number"": ""9740782"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""299.00"", ""completed_at"": ""2026-05-19T20:41:15.013166+08:00"", ""order"": 624}",,9740782,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1}]",299.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.873897+08:00,2026-06-04T03:46:25.873897+08:00
625,"{""id"": 586, ""order_detail"": {""id"": 625, ""slip_number"": ""9740783"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""318.00"", ""completed_at"": ""2026-05-19T20:41:16.365035+08:00"", ""order"": 625}",,9740783,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",318.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.870415+08:00,2026-06-04T03:46:25.870415+08:00
626,,,9740784,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,VOIDED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.863411+08:00,2026-06-04T03:46:25.863411+08:00
627,"{""id"": 587, ""order_detail"": {""id"": 627, ""slip_number"": ""9740784"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""338.00"", ""completed_at"": ""2026-05-19T20:41:17.450377+08:00"", ""order"": 627}",,9740784,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}]",338.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.860896+08:00,2026-06-04T03:46:25.860896+08:00
628,,,9740785,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}]",149.00,VOIDED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.853890+08:00,2026-06-04T03:46:25.853890+08:00
629,"{""id"": 588, ""order_detail"": {""id"": 629, ""slip_number"": ""9740785"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""149.00"", ""completed_at"": ""2026-05-19T20:48:13.377101+08:00"", ""order"": 629}",,9740785,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}]",149.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.851389+08:00,2026-06-04T03:46:25.851389+08:00
630,"{""id"": 590, ""order_detail"": {""id"": 630, ""slip_number"": ""9740786"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-19T22:16:28.078966+08:00"", ""order"": 630}",,9740786,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:25.843200+08:00,2026-06-04T03:46:25.843200+08:00
631,"{""id"": 589, ""order_detail"": {""id"": 631, ""slip_number"": ""9740787"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""238.00"", ""completed_at"": ""2026-05-19T22:11:18.170703+08:00"", ""order"": 631}",,9740787,DINE_IN,GCASH,"[{""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",238.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.833020+08:00,2026-06-04T03:46:25.833020+08:00
632,"{""id"": 591, ""order_detail"": {""id"": 632, ""slip_number"": ""9740788"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 4, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""676.00"", ""completed_at"": ""2026-05-19T22:40:26.860462+08:00"", ""order"": 632}",,9740788,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 4, ""discount"": 0}]",676.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.822664+08:00,2026-06-04T03:46:25.822664+08:00
633,"{""id"": 592, ""order_detail"": {""id"": 633, ""slip_number"": ""9740789"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""268.00"", ""completed_at"": ""2026-05-19T22:49:55.505300+08:00"", ""order"": 633}",,9740789,DINE_IN,CASH,"[{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",268.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.819663+08:00,2026-06-04T03:46:25.819663+08:00
634,"{""id"": 593, ""order_detail"": {""id"": 634, ""slip_number"": ""9740790"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 5, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""964.00"", ""completed_at"": ""2026-05-19T22:56:37.958482+08:00"", ""order"": 634}",,9740790,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 5, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}]",964.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.804668+08:00,2026-06-04T03:46:25.804668+08:00
635,"{""id"": 594, ""order_detail"": {""id"": 635, ""slip_number"": ""9740791"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""307.00"", ""completed_at"": ""2026-05-19T22:57:06.962329+08:00"", ""order"": 635}",,9740791,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",307.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.800779+08:00,2026-06-04T03:46:25.800779+08:00
636,"{""id"": 595, ""order_detail"": {""id"": 636, ""slip_number"": ""9740792"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""308.00"", ""completed_at"": ""2026-05-19T22:57:13.674983+08:00"", ""order"": 636}",,9740792,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",308.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.784252+08:00,2026-06-04T03:46:25.784252+08:00
637,"{""id"": 596, ""order_detail"": {""id"": 637, ""slip_number"": ""9740793"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""318.00"", ""completed_at"": ""2026-05-19T22:57:20.153601+08:00"", ""order"": 637}",,9740793,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",318.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.770848+08:00,2026-06-04T03:46:25.770848+08:00
638,"{""id"": 597, ""order_detail"": {""id"": 638, ""slip_number"": ""9740794"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Only"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""298.00"", ""completed_at"": ""2026-05-20T10:59:59.755418+08:00"", ""order"": 638}",,9740794,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Only"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",298.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.763423+08:00,2026-06-04T03:46:25.763423+08:00
639,"{""id"": 598, ""order_detail"": {""id"": 639, ""slip_number"": ""9740795"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 11, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""2356.00"", ""completed_at"": ""2026-05-20T12:02:31.043460+08:00"", ""order"": 639}",,9740795,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 11, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 3, ""discount"": 0}]",2356.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.760415+08:00,2026-06-04T03:46:25.760415+08:00
640,,,9740796,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,VOIDED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.733128+08:00,2026-06-04T03:46:25.733128+08:00
